"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY","describeManager"
"165","S863Q","Ethics","V1748V",2,4,4,4,4,6,5,56688,1,44,1,2,2,"c(""classy"", ""methodical"", ""interested"", ""virtuosity"", ""delightful"")"
"166","O301Z","R&D","V4203Y",4,2,5,6,6,3,4,48432,5,35,2,1,2,"c(""adventuresome"", ""invincible"", ""amazed"", ""funny"", ""adorable"")"
"167","G132K","Finance","V1626X",3,3,5,4,5,5,4,85414,10,27,2,3,2,"c(""satisfied"", ""apprehensible"", ""feeling"", ""easiest"", ""stealthiest"")"
"168","I614Y","Health","Y9874X",1,3,3,2,2,5,5,51039,1,29,1,1,2,"c(""huggable"", ""relaxant"", ""benign"", ""cool"", ""superior"")"
"169","B678E","Finance","Z4040W",4,5,6,5,6,6,NA,53621,6,40,1,1,2,"c(""devotional"", ""energetic"", ""superb"", ""inquisitive"", ""rapturous"")"
"170","E845S","Finance","Z4040W",3,5,5,3,5,5,7,73604,8,32,2,1,2,"c(""popular"", ""optimistic"", ""laughing"", ""graceful"", ""bravest"")"
"171","T791W","Finance","Z4040W",1,2,3,2,3,3,4,57722,0,34,1,2,2,"c(""relaxer"", ""elated"", ""magnific"", ""immortal"", ""festive"")"
"172","B108T","Finance","Z5080X",3,1,3,3,5,3,2,45465,4,25,2,1,2,"c(""perfectible"", ""ready"", ""delightsome"", ""interested"", ""great"")"
"173","Z296Y","R&D","V4203Y",3,1,4,4,5,2,4,82029,8,29,1,2,1,"c(""amusable"", ""perfectionist"", ""wealthier"", ""romance"", ""playful"")"
"174","V482X","DSI","Y7924Z",1,2,2,2,2,3,4,78038,8,30,1,2,2,"c(""surest"", ""wealthy"", ""beneficiary"", ""audacious"", ""freer"")"
"175","T107L","R&D","X8503X",5,3,6,7,7,5,4,70273,1,47,2,3,2,"c(""liveliest"", ""benevolent"", ""cool"", ""cuter"", ""trusting"")"
"176","S475L","Finance","Z5440X",1,2,2,2,2,4,3,102742,6,39,2,3,2,"c(""heartfelt"", ""luckiest"", ""like"", ""respectful"", ""intelligible"")"
"177","W533W","R&D","W6837Y",1,2,2,2,2,3,3,45707,6,52,2,1,2,"c(""freewheeling"", ""enthusiastic"", ""funniest"", ""friended"", ""delightful"")"
"178","W334C","R&D","V4203Y",1,2,2,2,2,3,5,59276,7,34,2,2,1,"c(""playful"", ""sympathetic"", ""inspirational"", ""delectable"", ""friended"")"
"179","X440F","R&D","V4859W",4,3,6,6,5,4,4,67322,3,52,2,3,1,"c(""elegant"", ""determinate"", ""youthful"", ""classy"", ""euphoric"")"
"180","P835K","Ethics","V1748V",2,4,3,3,4,6,5,164546,9,36,2,3,2,"c(""honorary"", ""superb"", ""cool"", ""secure"", ""amoroso"")"
"181","N240H","R&D","V4859W",4,4,6,6,6,7,6,50590,2,40,2,1,2,"c(""energetic"", ""stunning"", ""unequaled"", ""visionary"", ""heroic"")"
"182","H482S","Ethics","W4935V",4,3,6,6,5,5,5,80877,9,40,2,2,2,"c(""festive"", ""zealous"", ""braver"", ""responsible"", ""successful"")"
"183","L237O","Ethics","V1748V",2,1,4,3,3,3,3,58958,1,34,2,2,2,"c(""peculiar"", ""tensionless"", ""pressureless"", ""freehand"", ""sexy"")"
"184","L893M","Ethics","W4935V",3,2,4,5,4,4,3,46671,1,32,1,1,2,"c(""fair"", ""jubilant"", ""respectable"", ""noble"", ""honour"")"
"185","T846V","R&D","X2508W",1,2,3,2,3,4,4,74649,5,52,1,3,2,"c(""huggable"", ""romance"", ""romantic"", ""acceptant"", ""gallant"")"
"186","N976Q","Finance","Z4040W",4,2,5,6,5,3,4,77971,10,24,1,2,1,"c(""freehand"", ""cool"", ""kind"", ""courteous"", ""suave"")"
"187","N837O","Finance","Z5440X",3,3,4,4,4,5,4,134319,6,33,2,3,2,"c(""innocent"", ""greater"", ""terrorless"", ""superb"", ""freewill"")"
"188","E241X","Finance","V1626X",3,2,5,5,5,4,4,57408,6,47,2,2,1,"c(""gigglier"", ""troubleshooter"", ""cutest"", ""devotional"", ""fervent"")"
"189","T129R","R&D","W6837Y",2,4,4,3,4,6,6,70312,8,22,2,1,2,"c(""humoristic"", ""casual"", ""freeborn"", ""dynamistic"", ""vivacious"")"
"190","R876C","Health","V3988Z",3,4,5,4,4,6,6,58046,0,52,1,2,2,"c(""opportune"", ""glad"", ""fab"", ""jocular"", ""painless"")"
"191","P909F","Finance","Z5440X",4,1,5,5,4,2,2,83142,10,26,1,2,1,"c(""smart"", ""faultless"", ""peaceful"", ""helpful"", ""dynamitic"")"
"192","R263O","Health","Y9874X",3,3,4,5,5,5,NA,52385,0,22,1,1,1,"c(""beatific"", ""emotional"", ""capable"", ""braver"", ""meritorious"")"
"193","G918L","R&D","X2508W",3,2,5,5,4,3,4,82362,8,22,2,2,2,"c(""competent"", ""prepared"", ""blameless"", ""unequaled"", ""friendliest"")"
"194","L856P","Finance","Z5440X",5,4,7,6,6,5,NA,70311,8,32,1,1,2,"c(""acceptant"", ""easier"", ""happier"", ""giggly"", ""zealous"")"
"195","C685U","Ethics","V5401Z",1,1,2,3,3,2,2,68884,10,39,1,1,2,"c(""pressureless"", ""valued"", ""admirable"", ""influential"", ""freethinker"")"
"196","V922V","Finance","W7052V",3,5,5,5,4,6,7,82478,8,38,1,2,2,"c(""merriest"", ""engaged"", ""popular"", ""considerate"", ""graceful"")"
"197","B825J","Ethics","V5401Z",3,4,5,5,4,6,5,127605,3,32,2,3,2,"c(""desired"", ""surprising"", ""outstanding"", ""prominent"", ""painless"")"
"198","Q335N","Finance","Z5440X",3,4,5,4,5,5,6,55289,7,23,1,2,2,"c(""impressionistic"", ""dear"", ""pleasant"", ""gleeful"", ""natural"")"
"199","S672F","Finance","W7052V",3,3,5,5,4,5,5,48498,7,41,2,1,2,"c(""wealthiest"", ""rapturous"", ""honour"", ""sprightly"", ""thankful"")"
"200","A363G","Finance","V1626X",3,3,5,4,4,4,4,102749,2,45,2,3,2,"c(""cheerly"", ""sympathetic"", ""loyal"", ""proud"", ""lively"")"
"201","K515N","Finance","W7052V",4,2,5,7,5,4,4,124689,7,46,2,3,2,"c(""joyous"", ""robust"", ""popular"", ""clear"", ""alert"")"
"202","R111V","Finance","W7052V",5,2,7,6,7,3,NA,72569,9,35,1,1,1,"c(""darling"", ""laughing"", ""respective"", ""wiser"", ""divine"")"
"203","S906C","Ethics","V1748V",2,2,3,3,3,4,4,85041,9,39,1,3,2,"c(""engaging"", ""terrorless"", ""devotional"", ""playful"", ""satisfiable"")"
"204","G596X","Ethics","V1748V",1,5,2,3,2,7,7,54227,0,46,1,2,2,"c(""challenging"", ""straight"", ""trusting"", ""neat"", ""breathtaking"")"
"205","V573W","R&D","V4859W",3,1,4,4,5,3,NA,77212,9,38,1,2,1,"c(""responsive"", ""supporting"", ""pleasant"", ""excitable"", ""sprightly"")"
"206","C933T","R&D","X2508W",4,2,6,5,6,4,NA,53172,7,39,1,2,1,"c(""friendly"", ""incentive"", ""honourable"", ""offenseless"", ""prosperous"")"
"207","F415N","Health","V3988Z",3,5,5,4,5,7,NA,46425,6,24,1,1,2,"c(""exciting"", ""optimistic"", ""trustful"", ""fearless"", ""superb"")"
"208","W892C","R&D","X8503X",2,4,3,3,3,5,6,83905,9,54,1,3,2,"c(""impressionist"", ""forgiving"", ""sentimental"", ""romance"", ""better"")"
"209","Q824J","R&D","W6837Y",2,1,4,3,4,3,3,144810,6,55,2,3,2,"c(""positivism"", ""attractive"", ""interesting"", ""laughing"", ""wisest"")"
"210","M797V","R&D","X2508W",5,4,7,7,6,5,NA,135175,3,27,2,3,1,"c(""surest"", ""trusting"", ""gallant"", ""dynamic"", ""friended"")"
"211","G550V","Finance","W7052V",2,2,4,3,3,4,2,59076,5,52,2,2,2,"c(""easier"", ""amazed"", ""worshipful"", ""cool"", ""hilarious"")"
"212","D562H","Finance","Z4040W",4,4,6,5,6,6,6,129912,5,51,2,3,1,"c(""rewarding"", ""better"", ""determined"", ""interesting"", ""merriest"")"
"213","D484U","Finance","W7052V",5,2,7,7,6,4,3,50992,7,45,1,1,1,"c(""safe"", ""proud"", ""cheerly"", ""immune"", ""passionate"")"
"214","V122D","Finance","Z5080X",2,4,5,3,3,5,5,53012,7,47,1,2,2,"c(""positive"", ""brisk"", ""relievable"", ""solid"", ""comfortable"")"
"215","H378U","Finance","Z4040W",5,2,7,7,6,3,3,50410,7,52,1,1,2,"c(""healthy"", ""liveliest"", ""wealthiest"", ""helpful"", ""innovative"")"
"216","A893U","Finance","Z5080X",5,2,6,5,6,4,3,54463,3,52,1,1,2,"c(""elegant"", ""incentive"", ""decisive"", ""dynamistic"", ""lown"")"
"217","T794N","Finance","Z5080X",3,1,4,5,4,2,2,74460,8,45,1,1,2,"c(""peacemaking"", ""stealthiest"", ""virtuous"", ""jolly"", ""satisfactory"")"
"218","P704U","Health","V3988Z",2,2,4,4,3,3,4,58621,1,54,1,2,2,"c(""careful"", ""friendly"", ""self-confident"", ""intellectualistic"", ""remarkable"")"
"219","U740H","Finance","Z5080X",1,4,2,3,2,5,6,123474,2,50,2,3,2,"c(""entertaining"", ""celebrated"", ""warm"", ""grand"", ""superb"")"
"220","F195B","Health","X3361V",1,4,3,3,3,5,6,124788,4,37,2,3,2,"c(""heroic"", ""determinative"", ""entertaining"", ""good"", ""livelong"")"
"221","W825D","R&D","V4859W",1,3,2,1,2,4,4,57518,3,28,1,2,2,"c(""delightful"", ""wealthy"", ""affectionate"", ""flirtatious"", ""daredevil"")"
"222","F373Z","Ethics","V5401Z",1,5,2,2,2,6,7,72373,9,44,1,1,2,"c(""immortal"", ""united"", ""active"", ""funnelform"", ""exuberant"")"
"223","N273J","R&D","V4203Y",1,5,2,2,2,7,6,56702,5,36,1,2,2,"c(""beatific"", ""fresh"", ""dynamistic"", ""grateful"", ""sociable"")"
"224","L518B","Health","X3361V",3,1,4,4,4,3,3,52269,3,28,1,1,2,"c(""boldface"", ""wealthier"", ""celebrated"", ""beneficent"", ""supporting"")"
"225","U372P","Finance","Z4040W",3,2,5,5,4,3,4,53967,3,53,1,1,2,"c(""carefree"", ""charitable"", ""freehand"", ""wealthy"", ""mature"")"
"226","C830R","R&D","V4203Y",3,2,4,5,5,5,4,50398,7,35,1,1,2,"c(""boldface"", ""euphoric"", ""dedicated"", ""charming"", ""honest"")"
"227","V404H","Ethics","V1748V",5,3,7,7,7,4,NA,124486,2,32,2,3,2,"c(""avid"", ""jaunty"", ""handsome"", ""perfect"", ""euphoric"")"
"228","W111J","R&D","V4859W",2,1,4,4,4,2,2,73510,10,32,2,1,1,"c(""smarty"", ""romance"", ""amoroso"", ""agog"", ""inspirational"")"
"229","M441F","Finance","Z5440X",5,5,6,7,6,6,6,56935,2,36,1,2,2,"c(""sprightly"", ""champertous"", ""passional"", ""successful"", ""genial"")"
"230","X899C","R&D","V4203Y",1,1,3,2,3,3,2,70053,8,44,1,2,2,"c(""good"", ""valued"", ""splendorous"", ""friendlier"", ""virtuous"")"
"231","G826M","DSI","Y7924Z",2,1,2,4,4,2,3,125417,10,42,2,3,2,"c(""intellectualism"", ""likeable"", ""passive"", ""magnific"", ""blessed"")"
"232","H295K","Health","X3361V",5,2,6,7,7,4,3,58698,1,47,2,2,1,"c(""valuable"", ""speculative"", ""pressureless"", ""elated"", ""appreciative"")"
"233","M922N","Finance","Z5440X",2,1,3,3,4,3,2,74283,8,47,2,2,2,"c(""creditable"", ""fair"", ""restful"", ""huggable"", ""luckier"")"
"234","I615M","R&D","X2508W",2,2,3,4,3,4,4,58821,7,49,2,2,2,"c(""chic"", ""healthy"", ""champion"", ""amusable"", ""forgiving"")"
"235","B127G","R&D","V4859W",2,5,4,3,3,7,6,73068,9,23,1,1,1,"c(""freeborn"", ""sweet"", ""inspiratory"", ""praiseworthy"", ""gigglier"")"
"236","H951R","R&D","V4859W",5,4,7,6,6,6,5,134244,10,45,2,3,2,"c(""champy"", ""merited"", ""celebrated"", ""adorable"", ""perfect"")"
"237","O283X","R&D","X2508W",5,1,6,6,6,2,2,63686,2,47,2,3,2,"c(""apprehensible"", ""jollier"", ""gleeful"", ""supremacist"", ""daredevil"")"
"238","U403U","R&D","V4859W",2,3,3,3,4,4,5,46197,1,40,1,1,1,"c(""enthusiastic"", ""sunniest"", ""joyous"", ""euphoric"", ""fearless"")"
"239","D207K","R&D","V4203Y",2,2,3,2,3,4,NA,49683,6,49,2,1,2,"c(""desirable"", ""handsome"", ""admirable"", ""tensionless"", ""excitant"")"
"240","E734I","R&D","V4859W",2,1,2,3,2,2,3,52298,0,27,1,1,2,"c(""comprehensive"", ""ready"", ""supporting"", ""medal"", ""bold"")"
"241","R516K","R&D","X2508W",1,5,2,2,3,6,7,78653,2,28,2,3,1,"c(""visionary"", ""supreme"", ""divine"", ""sunnier"", ""challenging"")"
"242","L508D","Finance","Z5440X",1,3,3,2,2,4,4,51761,2,34,2,1,2,"c(""bold"", ""friendliest"", ""wealthy"", ""divinatory"", ""merry"")"
"243","E104V","DSI","Y7924Z",2,2,3,3,3,3,3,61270,7,35,1,3,2,"c(""passionate"", ""merrier"", ""natural"", ""funnier"", ""glad"")"
"244","P314W","R&D","X2508W",5,1,6,7,6,3,2,52013,4,25,2,1,2,"c(""blessed"", ""magnificent"", ""intense"", ""impressionist"", ""unbelievable"")"
"245","X453C","Health","X3361V",5,4,6,6,7,6,5,158953,9,51,1,3,2,"c(""fabulous"", ""invulnerable"", ""handsomest"", ""exciting"", ""gorgeous"")"
"246","L639D","Finance","Z5080X",2,3,4,3,3,4,5,64153,9,48,1,1,1,"c(""blissful"", ""nifty"", ""medal"", ""inspirational"", ""stout"")"
"247","Z965H","R&D","X8503X",5,4,6,7,7,5,5,57999,2,50,1,2,2,"c(""unbelievable"", ""merriest"", ""cuter"", ""hardy"", ""apprehensible"")"
"248","R565T","Health","Y9874X",5,5,7,7,7,7,NA,54587,3,45,2,2,2,"c(""thoughtful"", ""impressible"", ""easiest"", ""excitable"", ""special"")"
"249","V943T","Finance","Z4040W",3,2,4,4,4,4,3,55711,2,29,1,2,2,"c(""festive"", ""wealthier"", ""resolute"", ""truer"", ""glorious"")"
"250","Y737T","Finance","W7052V",4,2,6,6,5,4,3,80727,5,42,2,3,1,"c(""spirited"", ""sophisticated"", ""amusing"", ""magnific"", ""blameless"")"
"251","W774T","Health","X3361V",1,4,2,2,2,6,5,54152,7,42,2,2,1,"c(""influential"", ""kindly"", ""excitable"", ""surest"", ""intricate"")"
"252","A663R","Ethics","V5401Z",2,2,3,4,3,4,5,46012,3,41,1,1,1,"c(""painless"", ""growing"", ""thankful"", ""playful"", ""palatable"")"
"253","M972I","Finance","Z5440X",3,5,4,5,5,7,NA,47184,0,32,1,1,2,"c(""gleeful"", ""festive"", ""untarnished"", ""zealous"", ""foolproof"")"
"254","S995M","R&D","X2508W",3,2,4,5,4,4,3,77012,9,33,1,1,2,"c(""opportune"", ""huggable"", ""painless"", ""clear"", ""attractive"")"
"255","N633A","R&D","X8503X",5,1,6,6,7,3,NA,144281,2,42,2,3,2,"c(""suave"", ""wellborn"", ""doubtless"", ""exuberant"", ""lovely"")"
"256","W845C","Ethics","W4935V",1,4,3,2,2,6,6,73310,10,26,1,1,2,"c(""glamorous"", ""freethinker"", ""welcome"", ""funnier"", ""noble"")"
"257","G295D","Finance","W7052V",4,3,6,6,6,6,5,72042,8,44,2,1,2,"c(""comedic"", ""amusable"", ""vigilant"", ""beatific"", ""sophisticated"")"
"258","V300Z","DSI","Y7924Z",1,1,3,2,2,2,3,58600,0,51,2,2,2,"c(""supporting"", ""cheerly"", ""careful"", ""inspiratory"", ""freewheeling"")"
"259","L943Y","Finance","Z5440X",5,3,6,7,7,5,4,74654,9,33,1,2,2,"c(""wisest"", ""important"", ""pretty"", ""novel"", ""keen"")"
"260","L625D","R&D","X8503X",5,3,7,6,6,5,6,52400,2,46,1,1,2,"c(""freethinking"", ""intact"", ""intelligential"", ""tolerant"", ""unequaled"")"
"261","O815Q","Ethics","V1748V",2,1,3,4,3,2,2,52929,1,28,1,1,2,"c(""ambitious"", ""affectionate"", ""lucky"", ""useful"", ""troubleshooter"")"
"262","C503Z","Finance","Z4040W",1,2,2,3,3,4,4,76186,2,43,2,3,2,"c(""resolvable"", ""sympathetic"", ""prettier"", ""favored"", ""respectable"")"
"263","U213X","Health","Y9874X",4,4,6,5,5,5,7,54295,0,29,2,2,2,"c(""proud"", ""cutest"", ""growing"", ""perfectionistic"", ""harmonious"")"
"264","H201W","R&D","X2508W",1,3,2,3,2,4,5,143493,8,26,1,3,2,"c(""peculiar"", ""supremacist"", ""faultless"", ""influential"", ""adequate"")"
"265","Y185F","Health","Y9874X",4,2,6,5,5,4,4,53548,4,27,1,2,2,"c(""truer"", ""easygoing"", ""jolliest"", ""luckiest"", ""fervent"")"
"266","Q316Q","Ethics","V5401Z",2,3,4,4,4,5,5,77986,10,47,2,1,2,"c(""freewill"", ""amorous"", ""gentle"", ""substantial"", ""easygoing"")"
"267","H699U","Finance","Z5440X",1,5,3,3,3,7,6,59911,5,27,2,2,2,"c(""perfectible"", ""heartfelt"", ""thrilling"", ""freer"", ""friendlier"")"
"268","V528M","Ethics","V5401Z",4,5,6,6,6,6,7,99409,9,55,2,3,1,"c(""innovative"", ""surest"", ""beneficent"", ""darling"", ""efficient"")"
"269","P485U","R&D","V4859W",3,2,4,4,5,4,4,48445,6,51,1,1,2,"c(""resolute"", ""intellectualism"", ""ardent"", ""intense"", ""favorable"")"
"270","V454K","Finance","Z5440X",3,2,5,5,4,3,3,51938,5,54,1,1,2,"c(""sentimental"", ""perfect"", ""loyal"", ""zealous"", ""noble"")"
"271","C315D","Ethics","V5401Z",5,1,7,7,7,2,3,125399,7,45,2,3,2,"c(""robust"", ""forgivable"", ""honorific"", ""excellent"", ""honour"")"
"272","W340M","Ethics","V5401Z",3,1,4,5,5,3,3,91882,0,36,2,3,2,"c(""methodical"", ""livelier"", ""cuter"", ""resolute"", ""glorious"")"
"273","F537D","R&D","X8503X",5,3,6,6,6,5,5,82892,2,53,2,3,2,"c(""sincere"", ""trusting"", ""splendid"", ""relievable"", ""flexible"")"
"274","G431I","Finance","V1626X",1,2,3,3,2,3,4,78375,9,45,2,2,2,"c(""elegant"", ""competent"", ""legal"", ""ambivalent"", ""well"")"
"275","N970G","Ethics","W4935V",3,1,5,4,4,3,2,97856,3,34,2,3,2,"c(""interesting"", ""gracile"", ""funnelform"", ""invincible"", ""smug"")"
"276","Z491G","Ethics","V5401Z",5,3,7,7,6,5,5,48190,6,26,1,1,1,"c(""restful"", ""welcome"", ""pleasurable"", ""idealistic"", ""special"")"
"277","I954B","Finance","V1626X",4,5,5,5,6,6,6,73995,9,46,2,2,2,"c(""neat"", ""courageous"", ""jubilant"", ""pukka"", ""honorific"")"
"278","V238R","R&D","X2508W",4,4,6,7,5,6,NA,139620,5,35,2,3,2,"c(""cutest"", ""sweet"", ""splendorous"", ""casual"", ""bold"")"
"279","A836E","Finance","Z5080X",3,1,4,5,4,3,3,50440,5,27,2,1,2,"c(""jaunty"", ""passive"", ""promissory"", ""amusive"", ""calmative"")"
"280","P690F","R&D","X8503X",5,1,6,7,7,2,3,53335,6,46,1,2,2,"c(""pressureless"", ""keen"", ""perfectible"", ""fair"", ""dignified"")"
"281","P909H","R&D","X2508W",4,3,5,6,4,5,5,144314,6,47,2,3,1,"c(""freethinker"", ""rich"", ""brisk"", ""enthusiastic"", ""unequaled"")"
"282","P334F","DSI","Y7924Z",4,3,5,5,5,3,4,96077,10,55,2,3,1,"c(""elated"", ""splendent"", ""breathtaking"", ""dignified"", ""favored"")"
"283","N739L","Health","V3988Z",5,3,7,7,6,4,5,46272,7,54,2,1,1,"c(""calm"", ""perfectionist"", ""assurgent"", ""comfortable"", ""enthusiastic"")"
"284","R155E","DSI","Y7924Z",4,2,5,5,5,4,5,57939,5,43,1,2,1,"c(""respectful"", ""astounding"", ""methodical"", ""convivial"", ""champertous"")"
"285","G134K","Health","V3988Z",1,5,3,3,1,7,7,105734,4,45,2,3,1,"c(""freethinking"", ""united"", ""wonderful"", ""surprising"", ""nifty"")"
"286","P460L","Health","X3361V",4,3,6,6,6,5,NA,58231,6,42,1,2,2,"c(""mature"", ""beneficent"", ""stunning"", ""daredevil"", ""easeful"")"
"287","F976B","Health","Y9874X",4,2,5,5,5,4,5,47198,1,53,1,1,2,"c(""carefree"", ""divine"", ""vested"", ""celebrated"", ""funnier"")"
"288","D613E","Health","Y9874X",5,5,7,7,6,6,6,106950,8,54,2,3,2,"c(""freestanding"", ""ardent"", ""luckiest"", ""comfortable"", ""adventuresome"")"
"289","Q810G","Finance","W7052V",2,5,3,4,3,7,6,78430,10,50,1,2,2,"c(""splendent"", ""numberable"", ""riskless"", ""acceptant"", ""handsomer"")"
"290","C230B","Finance","V1626X",5,2,6,6,6,3,NA,79605,8,53,1,2,2,"c(""intense"", ""fervent"", ""heroic"", ""jaunty"", ""advantageous"")"
"291","W745O","R&D","X2508W",1,3,3,3,2,5,5,52079,3,50,2,1,2,"c(""luckiest"", ""advantageous"", ""mirthful"", ""freebie"", ""desired"")"
"292","Y122S","R&D","W6837Y",1,4,2,3,3,5,6,54711,6,29,2,2,2,"c(""debonair"", ""strongish"", ""promissory"", ""gigglier"", ""amusive"")"
"293","K301V","Ethics","V5401Z",4,3,5,5,6,4,5,48713,3,23,1,1,2,"c(""dear"", ""splendiferous"", ""hardy"", ""funny"", ""luckier"")"
"294","W165X","DSI","I511L",4,1,6,5,6,2,0,46382,7,38,2,1,2,"c(""worse"", ""oppressive"", ""cowardly"", ""hurtful"", ""sickening"")"
"295","O893U","Ethics","W4935V",1,3,2,3,3,4,5,48302,4,53,2,1,2,"c(""honorific"", ""greater"", ""tenderhearted"", ""affectional"", ""capable"")"
"296","D513V","Finance","Z4040W",3,2,5,4,4,3,4,50053,4,22,1,1,2,"c(""cutest"", ""winning"", ""growing"", ""astounding"", ""euphoric"")"
"297","T164M","DSI","Y7924Z",1,3,2,3,2,5,5,53720,3,42,2,2,2,"c(""favorite"", ""honorary"", ""perfective"", ""vigoroso"", ""worthy"")"
"298","N622V","R&D","X8503X",2,5,4,3,4,7,6,58396,2,27,2,2,2,"c(""amusing"", ""wisest"", ""amoristic"", ""resolvent"", ""easeful"")"
"299","E443D","Ethics","V5401Z",5,2,7,6,6,4,3,131267,9,32,2,3,2,"c(""giggly"", ""handsome"", ""cheerful"", ""legal"", ""delectable"")"
"300","S513K","DSI","Y7924Z",2,5,4,3,3,6,6,46789,3,22,2,1,2,"c(""fervid"", ""freer"", ""surer"", ""better"", ""heroic"")"
"301","W867Y","DSI","Y7924Z",3,4,4,5,4,6,5,113609,4,33,2,3,2,"c(""amused"", ""reliant"", ""ready"", ""novel"", ""youthful"")"
"302","U467Q","R&D","V4203Y",3,1,5,4,5,3,2,58689,7,46,2,2,1,"c(""outgoing"", ""adequate"", ""contented"", ""affectionate"", ""hurtless"")"
"303","Z591J","Finance","Z4040W",5,2,6,5,6,3,NA,56224,0,50,2,2,2,"c(""adventurous"", ""desirous"", ""relievable"", ""sunniest"", ""daredevil"")"
"304","T543Q","Finance","Z5440X",5,2,7,7,6,4,4,51808,6,51,2,1,2,"c(""respectable"", ""truer"", ""bold"", ""sunnier"", ""heartfelt"")"
"305","E820M","Finance","Z4040W",4,1,6,5,5,2,2,72431,8,55,1,1,1,"c(""clean"", ""livelier"", ""dedicated"", ""gentler"", ""impressive"")"
"306","F263W","Finance","Z4040W",2,1,4,4,4,3,2,53056,2,22,1,1,1,"c(""healthy"", ""appreciatory"", ""resolvent"", ""inquisitive"", ""vital"")"
"307","G263J","Finance","W7052V",3,2,4,4,4,4,4,47999,0,40,1,1,2,"c(""competitive"", ""sophisticated"", ""freewill"", ""responsive"", ""worthwhile"")"
"308","G187T","R&D","X2508W",3,5,4,5,5,6,6,58526,3,30,2,2,2,"c(""special"", ""intellectual"", ""solid"", ""exciting"", ""considerate"")"
"309","U249W","Health","Y9874X",4,1,6,6,5,2,NA,67558,8,42,1,1,2,"c(""livelier"", ""luckier"", ""ecstatic"", ""healthy"", ""mandatory"")"
"310","S856G","Health","X3361V",5,4,7,6,7,6,6,80144,8,39,1,2,2,"c(""fresh"", ""resolvent"", ""glad"", ""desired"", ""endorsed"")"
"311","U459X","Ethics","V1748V",4,1,5,5,6,3,3,104359,5,50,2,3,2,"c(""bold"", ""sincere"", ""strongish"", ""impressionist"", ""kindly"")"
"312","V962K","R&D","X8503X",4,3,6,5,6,5,5,71264,10,26,2,1,2,"c(""affectional"", ""greater"", ""respectful"", ""meritorious"", ""suave"")"
"313","T319G","R&D","V4859W",5,5,7,7,7,6,NA,47527,5,25,2,1,1,"c(""respective"", ""sprightly"", ""intact"", ""friendliest"", ""wealthiest"")"
"314","M237D","Ethics","V5401Z",2,3,4,3,3,5,5,57609,3,50,2,2,2,"c(""fascinating"", ""idealist"", ""courteous"", ""stable"", ""exultant"")"
"315","K670W","Finance","Z5440X",3,2,5,4,4,3,4,48923,0,29,1,1,2,"c(""virtuosic"", ""freethinker"", ""harmonic"", ""treasurable"", ""popular"")"
"316","T225O","R&D","V4203Y",5,4,7,6,6,5,NA,46930,6,32,2,1,1,"c(""lovely"", ""creative"", ""competent"", ""sunnier"", ""inquisitive"")"
"317","S497C","Finance","V1626X",1,2,2,2,4,4,4,54162,5,43,2,2,1,"c(""gleeful"", ""celebrated"", ""confident"", ""wised"", ""buoyant"")"
"318","P702T","R&D","V4203Y",1,3,2,3,3,4,4,77919,9,28,1,1,2,"c(""nice"", ""inspirational"", ""okay"", ""supporting"", ""careful"")"
"319","C299A","Health","X3361V",2,3,3,3,4,5,5,163517,9,46,2,3,2,"c(""accepted"", ""vibrant"", ""festive"", ""natural"", ""brave"")"
"320","N336O","Finance","Z5080X",4,1,5,5,5,2,NA,78641,9,47,1,2,2,"c(""beaut"", ""wonderful"", ""ambivalent"", ""positive"", ""youthful"")"
"321","V606I","Finance","Z5080X",4,4,5,6,5,6,6,72632,10,28,2,1,2,"c(""warmish"", ""affectionate"", ""mature"", ""friended"", ""ambivalent"")"
"322","W520P","Finance","Z4040W",1,2,2,2,2,3,3,60960,5,36,2,3,2,"c(""blessed"", ""perfectible"", ""brilliant"", ""immune"", ""cheeriest"")"
"323","E616W","R&D","W6837Y",2,4,4,4,4,5,5,59616,6,43,1,2,2,"c(""sunshiny"", ""benefic"", ""vested"", ""special"", ""vivacious"")"
"324","L251C","Ethics","W4935V",1,4,2,2,3,5,6,46998,7,35,1,1,2,"c(""feeling"", ""comfortable"", ""influential"", ""faultless"", ""alert"")"
"325","C537X","Finance","Z4040W",1,4,3,3,3,5,6,53353,5,47,1,1,2,"c(""perfectionistic"", ""like"", ""laughing"", ""passionate"", ""determinative"")"
"326","K237L","DSI","Y7924Z",3,3,4,5,4,5,4,79119,3,30,2,3,1,"c(""rich"", ""fervid"", ""satisfactory"", ""zealous"", ""apprehensible"")"
"327","B176J","Finance","Z4040W",3,5,4,5,5,6,7,48673,1,41,1,1,2,"c(""happy"", ""honour"", ""delightsome"", ""flirtatious"", ""trustworthy"")"
