"id"|"team"|"manager"|"jobTasksSDSA"|"jobBalanceSDSA"|"jobPaySDSA"|"jobRecognitionSDSA"|"jobAdvancementSDSA"|"jobCoworkersSDSA"|"jobManagementSDSA"|"salary"|"tenure"
"912"|"A472S"|"Finance"|"Y9641W"|"1"|"3"|"2"|"2"|"3"|"4"|"5"|"93136"|"2"
"913"|"W252W"|"Health"|"Z4101Z"|"2"|"1"|"3"|"5"|"4"|"2"|"2"|"65245"|"9"
"914"|"C662O"|"R&D"|"V4497X"|"1"|"6"|"3"|"3"|"3"|"7"|"7"|"59967"|"1"
"915"|"S637P"|"Finance"|"Z7298V"|"2"|"4"|"3"|"3"|"4"|"6"|"5"|"139300"|"5"
"916"|"U517G"|"R&D"|"X3607X"|"2"|"3"|"3"|"4"|"3"|"5"|"4"|"124068"|"6"
"917"|"K312F"|"Finance"|"X7645X"|"7"|"3"|"7"|"7"|"7"|"4"|"4"|"102596"|"7"
"918"|"O391K"|"R&D"|"Z2464Y"|"3"|"2"|"5"|"4"|"5"|"3"|"3"|"76489"|"9"
"919"|"M665F"|"Health"|"Z4101Z"|"4"|"3"|"6"|"6"|"6"|"4"|"5"|"144858"|"2"
"920"|"H684B"|"Finance"|"Z7298V"|"1"|"6"|"2"|"2"|"2"|"7"|"7"|"79371"|"4"
"921"|"E588P"|"R&D"|"X3607X"|"2"|"5"|"3"|"4"|"4"|"6"|"6"|"53612"|"2"
"922"|"T267C"|"R&D"|"Y3553W"|"4"|"1"|"6"|"5"|"6"|"2"|"3"|"51880"|"3"
"923"|"J209P"|"Finance"|"Y4468Y"|"6"|"1"|"7"|"7"|"7"|"3"|"2"|"62557"|"1"
"924"|"R324L"|"R&D"|"Y3553W"|"6"|"7"|"7"|"7"|"7"|"7"|"7"|"133446"|"2"
"925"|"U326W"|"R&D"|"Z2464Y"|"1"|"5"|"3"|"2"|"3"|"7"|"7"|"69291"|"8"
"926"|"H272A"|"Ethics"|"W7742X"|"1"|"2"|"3"|"2"|"2"|"3"|"3"|"51271"|"2"
"927"|"D280M"|"R&D"|"X8066X"|"1"|"2"|"3"|"3"|"2"|"4"|"3"|"90026"|"1"
"928"|"O351N"|"Ethics"|"W7742X"|"3"|"1"|"4"|"4"|"5"|"2"|"3"|"111502"|"9"
"929"|"J476H"|"DSI"|"V8472W"|"2"|"3"|"4"|"4"|"4"|"5"|"5"|"91179"|"10"
"930"|"Q271C"|"R&D"|"X8066X"|"1"|"7"|"2"|"3"|"3"|"7"|"7"|"52096"|"4"
"931"|"T542R"|"Ethics"|"X8022Z"|"2"|"6"|"3"|"3"|"3"|"7"|"7"|"99781"|"1"
"932"|"H705R"|"R&D"|"X3607X"|"1"|"3"|"2"|"2"|"3"|"4"|"4"|"56464"|"4"
"933"|"G379Y"|"Finance"|"Y9641W"|"3"|"1"|"5"|"5"|"4"|"3"|"3"|"51132"|"2"
"934"|"G612O"|"R&D"|"Y3553W"|"3"|"3"|"4"|"5"|"5"|"5"|"5"|"156593"|"9"
"935"|"G878H"|"Health"|"Z4101Z"|"1"|"7"|"1"|"2"|"2"|"7"|"7"|"67274"|"8"
"936"|"O183F"|"Health"|"V7487V"|"2"|"1"|"3"|"4"|"3"|"2"|"2"|"140547"|"2"
"937"|"C692Q"|"Finance"|"Y7685W"|"5"|"6"|"6"|"7"|"6"|"7"|NA|"47558"|"5"
"938"|"L451Y"|"DSI"|"V8472W"|"3"|"1"|"4"|"4"|"4"|"3"|"3"|"118520"|"10"
"939"|"F120C"|"Finance"|"Y4468Y"|"7"|"5"|"7"|"7"|"7"|"7"|"6"|"46736"|"5"
"940"|"M570H"|"R&D"|"Y3553W"|"1"|"6"|"2"|"3"|"3"|"7"|"6"|"45841"|"5"
"941"|"Y125H"|"Ethics"|"W2205Z"|"7"|"2"|"7"|"7"|"7"|"4"|"3"|"102079"|"7"
"942"|"D339E"|"Finance"|"Y4468Y"|"2"|"4"|"3"|"4"|"4"|"6"|"5"|"54571"|"1"
"943"|"Q717I"|"R&D"|"X3607X"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"46618"|"5"
"944"|"N793S"|"Finance"|"X7645X"|"5"|"1"|"7"|"6"|"6"|"3"|"2"|"126476"|"9"
"945"|"T819H"|"Ethics"|"X8022Z"|"5"|"2"|"7"|"6"|"6"|"3"|"4"|"45637"|"0"
"946"|"A959T"|"Finance"|"Y7685W"|"3"|"6"|"4"|"4"|"4"|"7"|"7"|"82375"|"10"
"947"|"C129J"|"Finance"|"Y9641W"|"3"|"4"|"4"|"4"|"4"|"5"|"5"|"57754"|"2"
"948"|"I926K"|"R&D"|"X3607X"|"3"|"4"|"4"|"5"|"4"|"5"|NA|"112894"|"8"
"949"|"M654C"|"Finance"|"X7645X"|"1"|"2"|"2"|"2"|"2"|"4"|"4"|"49717"|"4"
"950"|"X528B"|"Health"|"W8102W"|"5"|"4"|"7"|"6"|"7"|"6"|NA|"54385"|"5"
"951"|"J792G"|"Finance"|"Y4468Y"|"7"|"5"|"7"|"7"|"7"|"6"|NA|"53586"|"2"
"952"|"D949Z"|"Finance"|"Z7298V"|"3"|"6"|"4"|"5"|"4"|"7"|"7"|"51863"|"0"
"953"|"G952H"|"R&D"|"V4497X"|"2"|"7"|"5"|"4"|"3"|"7"|"7"|"91181"|"9"
"954"|"L213P"|"Finance"|"Z7298V"|"3"|"7"|"5"|"4"|"5"|"7"|"7"|"115407"|"5"
"955"|"K243R"|"DSI"|"I511L"|"4"|"7"|"5"|"5"|"5"|"7"|NA|"59407"|"6"
"956"|"E879E"|"Finance"|"Y4468Y"|"3"|"2"|"4"|"4"|"5"|"3"|"3"|"72177"|"8"
"957"|"H982B"|"Health"|"V7487V"|"5"|"5"|"7"|"6"|"6"|"6"|NA|"97011"|"6"
"958"|"Q530U"|"R&D"|"Y3553W"|"3"|"1"|"4"|"5"|"4"|"2"|"2"|"92245"|"5"
"959"|"N680V"|"Ethics"|"W2205Z"|"1"|"3"|"2"|"3"|"2"|"5"|"4"|"140561"|"4"
"960"|"S601K"|"Finance"|"Y4468Y"|"4"|"4"|"5"|"6"|"6"|"5"|"5"|"54467"|"7"
"961"|"W591H"|"Ethics"|"W7742X"|"2"|"6"|"3"|"4"|"4"|"7"|"7"|"50406"|"6"
"962"|"O723P"|"R&D"|"Z2464Y"|"2"|"1"|"4"|"4"|"4"|"3"|"3"|"73942"|"10"
"963"|"V688I"|"Health"|"W8102W"|"6"|"1"|"7"|"7"|"7"|"2"|NA|"49185"|"4"
"964"|"K682R"|"Ethics"|"W7742X"|"1"|"5"|"3"|"3"|"3"|"6"|"6"|"80376"|"3"
"965"|"T623Z"|"Health"|"Z4101Z"|"2"|"3"|"4"|"3"|"4"|"4"|"5"|"54396"|"2"
"966"|"I530L"|"R&D"|"X3607X"|"7"|"2"|"7"|"7"|"7"|"4"|NA|"100090"|"5"
"967"|"J735D"|"Ethics"|"W2205Z"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"79839"|"10"
"968"|"A785J"|"R&D"|"X8066X"|"7"|"4"|"7"|"7"|"7"|"5"|"6"|"59315"|"1"
"969"|"M613F"|"Ethics"|"W2205Z"|"3"|"2"|"4"|"4"|"5"|"2"|"3"|"114635"|"1"
"970"|"R964F"|"Ethics"|"W2205Z"|"7"|"5"|"7"|"7"|"7"|"5"|"6"|"118624"|"4"
"971"|"I687J"|"R&D"|"X8066X"|"4"|"1"|"5"|"6"|"6"|"3"|"3"|"54959"|"7"
"972"|"T746N"|"R&D"|"X8066X"|"2"|"5"|"3"|"3"|"3"|"6"|"6"|"54812"|"1"
"973"|"J604J"|"DSI"|"V8472W"|"7"|"1"|"7"|"7"|"7"|"3"|"2"|"125874"|"5"
"974"|"O842S"|"Health"|"W8102W"|"7"|"4"|"7"|"7"|"7"|"6"|NA|"106695"|"3"
"975"|"J930Q"|"Health"|"Z4101Z"|"4"|"1"|"6"|"5"|"5"|"2"|"2"|"149977"|"9"
"976"|"H334J"|"Ethics"|"W7742X"|"2"|"5"|"3"|"4"|"4"|"7"|"6"|"54544"|"7"
"977"|"L968Q"|"R&D"|"Z2464Y"|"6"|"3"|"7"|"7"|"7"|"4"|"5"|"89726"|"6"
"978"|"W962D"|"Ethics"|"X8022Z"|"1"|"1"|"3"|"2"|"2"|"3"|"2"|"96703"|"0"
"979"|"J765R"|"Finance"|"Z7298V"|"1"|"2"|"2"|"2"|"3"|"4"|"4"|"50490"|"3"
"980"|"G624W"|"R&D"|"X3607X"|"1"|"2"|"2"|"3"|"3"|"3"|"4"|"55484"|"2"
"981"|"Q382L"|"Health"|"V7487V"|"6"|"7"|"7"|"7"|"7"|"7"|"7"|"49203"|"7"
"982"|"L851C"|"Finance"|"Z7298V"|"5"|"4"|"6"|"7"|"5"|"7"|"5"|"59348"|"3"
"983"|"N625V"|"R&D"|"Z2464Y"|"3"|"7"|"5"|"5"|"5"|"7"|"7"|"146659"|"10"
"984"|"B623R"|"Ethics"|"X8022Z"|"2"|"7"|"3"|"4"|"4"|"7"|"7"|"55658"|"3"
"985"|"U171Z"|"Finance"|"Z7298V"|"2"|"7"|"3"|"4"|"3"|"7"|"7"|"148774"|"0"
"986"|"U376H"|"R&D"|"X3607X"|"1"|"6"|"3"|"3"|"2"|"7"|"7"|"59593"|"5"
"987"|"S338Y"|"R&D"|"Y3553W"|"3"|"6"|"4"|"4"|"5"|"7"|"7"|"46478"|"0"
"988"|"M860X"|"Ethics"|"W2205Z"|"2"|"4"|"3"|"3"|"3"|"6"|"6"|"52823"|"5"
"989"|"W907G"|"Ethics"|"W7742X"|"4"|"2"|"6"|"6"|"5"|"3"|NA|"54918"|"2"
"990"|"F741D"|"Health"|"W8102W"|"1"|"3"|"3"|"3"|"3"|"4"|"4"|"71948"|"8"
"991"|"G668E"|"R&D"|"Y3553W"|"4"|"1"|"6"|"4"|"5"|"3"|"1"|"53825"|"1"
"992"|"K429N"|"Finance"|"X7645X"|"1"|"3"|"2"|"3"|"2"|"5"|"5"|"49579"|"6"
"993"|"S918I"|"Finance"|"X7645X"|"2"|"4"|"4"|"2"|"3"|"5"|"6"|"70489"|"8"
"994"|"N300Q"|"R&D"|"Y3553W"|"4"|"7"|"5"|"6"|"5"|"7"|"7"|"63101"|"10"
"995"|"X548R"|"Finance"|"X7645X"|"1"|"3"|"3"|"3"|"3"|"5"|"4"|"48069"|"7"
"996"|"F708G"|"Finance"|"Y9641W"|"5"|"6"|"7"|"6"|"7"|"6"|"7"|"129757"|"8"
"997"|"X298W"|"DSI"|"V8472W"|"7"|"3"|"7"|"7"|"7"|"4"|"5"|"76358"|"9"
"998"|"S402V"|"Health"|"Z4101Z"|"2"|"4"|"3"|"3"|"3"|"6"|"5"|"59685"|"6"
"999"|"L785I"|"R&D"|"X8066X"|"4"|"4"|"5"|"5"|"6"|"5"|"6"|"84196"|"2"
"1000"|"X873T"|"R&D"|"X3607X"|"7"|"2"|"7"|"7"|"7"|"4"|NA|"64688"|"9"
"1001"|"J621K"|"R&D"|"V4497X"|"4"|"5"|"6"|"5"|"5"|"6"|"7"|"47962"|"2"
"1002"|"W994Z"|"R&D"|"Z2464Y"|"5"|"5"|"7"|"6"|"7"|"6"|"7"|"54408"|"1"
"1003"|"C783I"|"Finance"|"X7645X"|"5"|"5"|"7"|"7"|"6"|"6"|"7"|"53471"|"7"
"1004"|"G531V"|"R&D"|"V4497X"|"3"|"3"|"5"|"5"|"5"|"5"|"4"|"58848"|"0"
"1005"|"N215G"|"R&D"|"Z2464Y"|"7"|"2"|"7"|"7"|"7"|"3"|"4"|"153522"|"9"
"1006"|"V134N"|"R&D"|"V4497X"|"4"|"7"|"5"|"6"|"6"|"7"|"7"|"65734"|"0"
"1007"|"Z423I"|"Finance"|"Z7298V"|"1"|"1"|"2"|"2"|"2"|"3"|"2"|"123903"|"2"
"1008"|"C411X"|"Finance"|"Y7685W"|"1"|"7"|"2"|"3"|"2"|"7"|"7"|"57772"|"1"
"1009"|"G528Q"|"R&D"|"X3607X"|"5"|"5"|"6"|"7"|"6"|"6"|"6"|"129113"|"7"
"1010"|"M189V"|"Ethics"|"W7742X"|"2"|"6"|"3"|"4"|"3"|"7"|"7"|"53845"|"1"
"1011"|"X715K"|"R&D"|"X3607X"|"3"|"5"|"5"|"4"|"5"|"6"|NA|"75876"|"0"
"1012"|"P443Y"|"R&D"|"Z2464Y"|"2"|"6"|"4"|"4"|"4"|"7"|"7"|"51189"|"4"
"1013"|"T543U"|"Health"|"Z4101Z"|"1"|"6"|"2"|"3"|"2"|"7"|"7"|"57835"|"6"
"1014"|"A584Q"|"R&D"|"Z2464Y"|"7"|"6"|"7"|"7"|"7"|"7"|NA|"78098"|"8"
"1015"|"A494S"|"Health"|"V7487V"|"4"|"4"|"6"|"5"|"6"|"5"|"5"|"61550"|"5"
"1016"|"G540R"|"R&D"|"Y3553W"|"1"|"4"|"2"|"3"|"3"|"6"|"6"|"146064"|"7"
"1017"|"W433C"|"Ethics"|"W7742X"|"2"|"3"|"4"|"3"|"3"|"5"|"4"|"69247"|"10"
"1018"|"V227Z"|"Finance"|"Y9641W"|"2"|"4"|"4"|"3"|"3"|"5"|"7"|"77850"|"9"
"1019"|"U661R"|"R&D"|"V4497X"|"4"|"2"|"6"|"6"|"5"|"3"|"4"|"68793"|"9"
"1020"|"L109O"|"Finance"|"Y4468Y"|"4"|"3"|"5"|"5"|"5"|"4"|"4"|"49062"|"6"
"1021"|"Q854R"|"Health"|"W8102W"|"6"|"1"|"7"|"7"|"7"|"2"|NA|"73720"|"10"
"1022"|"A177M"|"Finance"|"X7645X"|"4"|"2"|"6"|"5"|"7"|"4"|NA|"93450"|"7"
"1023"|"B181U"|"Health"|"W8102W"|"5"|"5"|"6"|"6"|"6"|"6"|"7"|"51531"|"4"
"1024"|"H335Y"|"Finance"|"Y7685W"|"2"|"7"|"4"|"3"|"4"|"7"|"7"|"121008"|"5"
"1025"|"F871Y"|"Ethics"|"X8022Z"|"7"|"4"|"7"|"7"|"7"|"6"|NA|"156634"|"9"
"1026"|"F611D"|"R&D"|"Z2464Y"|"7"|"2"|"7"|"7"|"7"|"3"|NA|"74900"|"8"
"1027"|"W754Z"|"DSI"|"V8472W"|"2"|"5"|"5"|"4"|"4"|"7"|"6"|"122376"|"0"
"1028"|"M495T"|"R&D"|"X3607X"|"3"|"6"|"4"|"4"|"4"|"7"|"7"|"118452"|"1"
"1029"|"A676C"|"Health"|"Z4101Z"|"2"|"3"|"3"|"4"|"4"|"4"|"4"|"115839"|"4"
"1030"|"Z832D"|"Ethics"|"W7742X"|"1"|"6"|"3"|"2"|"2"|"7"|"7"|"74282"|"9"
"1031"|"E184V"|"R&D"|"Y3553W"|"5"|"2"|"6"|"6"|"6"|"4"|"3"|"48665"|"0"
"1032"|"L399G"|"Health"|"Z4101Z"|"1"|"1"|"2"|"3"|"2"|"3"|"3"|"62110"|"9"
"1033"|"R467H"|"Finance"|"Y9641W"|"2"|"1"|"4"|"3"|"3"|"3"|"3"|"45659"|"1"
"1034"|"N931C"|"Ethics"|"W2205Z"|"6"|"2"|"6"|"7"|"7"|"4"|"3"|"88487"|"9"
"1035"|"I647M"|"Health"|"W8102W"|"4"|"6"|"5"|"6"|"5"|"7"|"7"|"93798"|"0"
"1036"|"U935Q"|"Finance"|"Y9641W"|"6"|"2"|"7"|"7"|"7"|"4"|NA|"54417"|"5"
"1037"|"N651O"|"Ethics"|"X8022Z"|"1"|"1"|"2"|"3"|"2"|"3"|"3"|"51377"|"7"
"1038"|"V424Y"|"Finance"|"Y9641W"|"3"|"4"|"6"|"3"|"5"|"5"|NA|"137684"|"9"
"1039"|"K894N"|"Finance"|"Y4468Y"|"5"|"1"|"7"|"7"|"7"|"3"|"3"|"53091"|"2"
"1040"|"O594J"|"Finance"|"Y7685W"|"1"|"7"|"2"|"1"|"2"|"7"|"7"|"73556"|"10"
"1041"|"I929B"|"R&D"|"Z2464Y"|"1"|"1"|"3"|"2"|"2"|"3"|"2"|"78170"|"9"
"1042"|"V962M"|"Ethics"|"W2205Z"|"5"|"7"|"6"|"7"|"7"|"7"|"7"|"63876"|"1"
"1043"|"R869X"|"Health"|"W8102W"|"4"|"7"|"6"|"6"|"6"|"7"|"7"|"49970"|"4"
"1044"|"V662P"|"R&D"|"V4497X"|"6"|"3"|"7"|"7"|"7"|"5"|"4"|"74864"|"1"
"1045"|"T354M"|"DSI"|"V8472W"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"54523"|"5"
"1046"|"H893O"|"Finance"|"Z7298V"|"5"|"1"|"7"|"7"|"7"|"3"|"3"|"141460"|"9"
"1047"|"A766Q"|"Finance"|"Z7298V"|"6"|"3"|"7"|"7"|"7"|"4"|"5"|"117078"|"5"
"1048"|"F487R"|"Ethics"|"W7742X"|"1"|"7"|"3"|"2"|"3"|"7"|"7"|"82010"|"9"
"1049"|"O948K"|"Ethics"|"W7742X"|"5"|"4"|"7"|"7"|"7"|"6"|"5"|"54773"|"6"
"1050"|"P619W"|"Finance"|"Y7685W"|"7"|"3"|"7"|"7"|"7"|"3"|"5"|"48515"|"7"
"1051"|"X112H"|"DSI"|"V8472W"|"5"|"4"|"7"|"6"|"7"|"6"|"6"|"53954"|"0"
"1052"|"Q102L"|"Finance"|"Y7685W"|"6"|"6"|"7"|"7"|"7"|"7"|NA|"58821"|"2"
"1053"|"I695P"|"R&D"|"X8066X"|"4"|"4"|"6"|"6"|"6"|"5"|"5"|"159346"|"8"
"1054"|"V144K"|"Finance"|"Y9641W"|"1"|"1"|"3"|"2"|"3"|"2"|"2"|"49257"|"2"
"1055"|"K779V"|"R&D"|"Y3553W"|"2"|"4"|"3"|"2"|"3"|"5"|"5"|"73805"|"8"
"1056"|"U191S"|"Health"|"W8102W"|"4"|"7"|"6"|"5"|"5"|"7"|"7"|"70961"|"8"
"1057"|"D243B"|"R&D"|"Y3553W"|"2"|"4"|"3"|"2"|"3"|"6"|"5"|"50419"|"6"
"1058"|"Z360L"|"R&D"|"X3607X"|"7"|"3"|"7"|"7"|"7"|"6"|"4"|"76735"|"9"
"1059"|"A543X"|"Finance"|"Y9641W"|"3"|"3"|"4"|"4"|"6"|"5"|"5"|"149810"|"7"
"1060"|"Y276D"|"Health"|"W8102W"|"1"|"7"|"2"|"3"|"4"|"7"|"7"|"54125"|"3"
"1061"|"P314Z"|"Ethics"|"W7742X"|"6"|"5"|"6"|"7"|"7"|"7"|"6"|"57019"|"6"
"1062"|"E243Q"|"Finance"|"Y4468Y"|"4"|"6"|"6"|"5"|"6"|"7"|NA|"58802"|"1"
"1063"|"O678P"|"Finance"|"X7645X"|"5"|"6"|"7"|"6"|"7"|"7"|"7"|"123040"|"2"
"1064"|"O562Q"|"Ethics"|"W7742X"|"5"|"2"|"6"|"6"|"7"|"4"|NA|"53676"|"3"
"1065"|"S958R"|"Finance"|"X7645X"|"5"|"2"|"7"|"7"|"6"|"4"|NA|"61092"|"3"
"1066"|"Y416C"|"Health"|"Z4101Z"|"2"|"6"|"4"|"3"|"3"|"7"|"7"|"74160"|"8"
"1067"|"J876M"|"R&D"|"X8066X"|"1"|"7"|"3"|"2"|"3"|"7"|"7"|"97289"|"9"
"1068"|"Z151A"|"R&D"|"Z2464Y"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"78376"|"1"
"1069"|"Z157B"|"Finance"|"Y9641W"|"7"|"6"|"7"|"7"|"7"|"7"|NA|"50740"|"0"
"1070"|"Z299O"|"Finance"|"Y4468Y"|"1"|"4"|"2"|"3"|"3"|"6"|"6"|"47999"|"0"
"1071"|"O909C"|"R&D"|"V4497X"|"3"|"3"|"4"|"4"|"5"|"5"|"4"|"45957"|"2"
"1072"|"D976F"|"Finance"|"Y7685W"|"1"|"4"|"2"|"2"|"3"|"6"|"6"|"85699"|"9"
"1073"|"R616P"|"R&D"|"X8066X"|"5"|"5"|"7"|"7"|"6"|"7"|"6"|"71533"|"2"
"1074"|"G448C"|"Health"|"Z4101Z"|"3"|"2"|"5"|"4"|"4"|"4"|"3"|"58113"|"2"
"1075"|"D304X"|"R&D"|"X8066X"|"4"|"7"|"5"|"6"|"6"|"7"|NA|"51046"|"0"
"1076"|"C411B"|"Ethics"|"W2205Z"|"4"|"5"|"6"|"5"|"5"|"7"|NA|"120979"|"3"
"1077"|"J869J"|"Health"|"V7487V"|"6"|"4"|"7"|"7"|"7"|"6"|"6"|"57499"|"4"
"1078"|"B630U"|"Ethics"|"W7742X"|"6"|"6"|"6"|"7"|"7"|"7"|"7"|"158496"|"9"
"1079"|"U303E"|"Health"|"V7487V"|"1"|"2"|"2"|"3"|"3"|"4"|"3"|"74147"|"5"
"1080"|"Y460S"|"R&D"|"Z2464Y"|"3"|"6"|"5"|"4"|"5"|"7"|"7"|"60586"|"0"
"1081"|"J510W"|"Finance"|"X7645X"|"5"|"3"|"6"|"6"|"6"|"5"|"5"|"59695"|"4"
"1082"|"N792N"|"Finance"|"X7645X"|"4"|"7"|"6"|"5"|"6"|"7"|NA|"46751"|"4"
"1083"|"K257X"|"R&D"|"V4497X"|"6"|"1"|"7"|"7"|"7"|"3"|NA|"53989"|"5"
"1084"|"N313X"|"R&D"|"X3607X"|"6"|"1"|"7"|"7"|"7"|"2"|"4"|"88198"|"5"
"1085"|"O906W"|"Finance"|"Y4468Y"|"5"|"5"|"6"|"7"|"6"|"7"|"6"|"51653"|"6"
"1086"|"U910F"|"Ethics"|"W7742X"|"4"|"2"|"5"|"7"|"6"|"4"|"4"|"48784"|"0"
"1087"|"B683J"|"Finance"|"Y7685W"|"3"|"1"|"5"|"5"|"3"|"3"|"3"|"75673"|"10"
"1088"|"W432G"|"Finance"|"X7645X"|"5"|"2"|"5"|"7"|"7"|"3"|"3"|"54583"|"5"
"1089"|"Y254B"|"Health"|"W8102W"|"6"|"1"|"7"|"7"|"7"|"2"|"2"|"137247"|"3"
"1090"|"K289O"|"R&D"|"Z2464Y"|"4"|"1"|"6"|"5"|"5"|"2"|"3"|"46185"|"4"
"1091"|"U561Z"|"Ethics"|"W7742X"|"5"|"6"|"6"|"6"|"7"|"7"|"7"|"54184"|"1"
"1092"|"T272X"|"Finance"|"Y9641W"|"5"|"6"|"7"|"7"|"7"|"7"|"7"|"54946"|"4"
"1093"|"X672U"|"Ethics"|"W2205Z"|"1"|"6"|"2"|"3"|"3"|"7"|"7"|"52366"|"2"
"1094"|"J915C"|"Ethics"|"X8022Z"|"3"|"1"|"4"|"5"|"4"|"2"|"3"|"45258"|"1"
"1095"|"J742B"|"Finance"|"Y7685W"|"3"|"2"|"4"|"4"|"4"|"3"|"3"|"143630"|"4"
"1096"|"A995A"|"Health"|"Z4101Z"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"46308"|"0"
"1097"|"C448Y"|"R&D"|"X8066X"|"1"|"2"|"3"|"2"|"3"|"3"|"3"|"110065"|"10"
"1098"|"D801T"|"R&D"|"X8066X"|"4"|"3"|"6"|"6"|"5"|"4"|"4"|"131791"|"7"
"1099"|"Y426Z"|"Finance"|"Y7685W"|"1"|"2"|"3"|"3"|"3"|"3"|"3"|"101332"|"7"
"1100"|"A564S"|"Ethics"|"X8022Z"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"112317"|"9"
"1101"|"V960Z"|"DSI"|"V8472W"|"6"|"4"|"7"|"7"|"7"|"6"|"5"|"82436"|"10"
"1102"|"T935V"|"Health"|"V7487V"|"7"|"5"|"7"|"7"|"7"|"6"|"6"|"47834"|"6"
"1103"|"N890K"|"Finance"|"Y4468Y"|"3"|"4"|"5"|"4"|"5"|"5"|"5"|"138706"|"8"
"1104"|"P139O"|"R&D"|"Z2464Y"|"1"|"5"|"3"|"2"|"2"|"6"|"6"|"51555"|"2"
"1105"|"C898H"|"Finance"|"Y9641W"|"7"|"5"|"7"|"7"|"7"|"6"|"6"|"76050"|"9"
"1106"|"S664G"|"R&D"|"Y3553W"|"7"|"1"|"7"|"7"|"7"|"3"|"2"|"74617"|"10"
"1107"|"B260M"|"Health"|"V7487V"|"6"|"7"|"7"|"7"|"7"|"7"|"7"|"58680"|"4"
"1108"|"M134Q"|"Finance"|"Y4468Y"|"5"|"7"|"6"|"7"|"6"|"7"|NA|"68502"|"5"
"1109"|"H522I"|"R&D"|"X8066X"|"5"|"6"|"6"|"6"|"7"|"7"|NA|"54406"|"1"
"1110"|"A683C"|"Finance"|"Y7685W"|"3"|"3"|"4"|"4"|"4"|"4"|NA|"52937"|"0"
"1111"|"C908A"|"Finance"|"Z7298V"|"1"|"4"|"2"|"2"|"4"|"6"|"5"|"53911"|"2"
"1112"|"B281H"|"Finance"|"Y9641W"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"88068"|"5"
"1113"|"F641K"|"R&D"|"X8066X"|"1"|"7"|"2"|"2"|"2"|"7"|"7"|"60331"|"3"
"1114"|"H878A"|"R&D"|"Z2464Y"|"2"|"2"|"4"|"4"|"4"|"4"|"3"|"77254"|"9"
"1115"|"Y612Q"|"Health"|"W8102W"|"4"|"1"|"6"|"5"|"5"|"3"|"3"|"70933"|"3"
"1116"|"T699Q"|"R&D"|"Y3553W"|"5"|"4"|"6"|"6"|"6"|"5"|"6"|"47685"|"0"
"1117"|"C622A"|"R&D"|"V4497X"|"1"|"7"|"2"|"1"|"3"|"7"|"7"|"47698"|"2"
"1118"|"M632I"|"R&D"|"Y3553W"|"2"|"7"|"4"|"3"|"3"|"7"|"7"|"54400"|"2"
"1119"|"M897Q"|"Ethics"|"W2205Z"|"3"|"7"|"5"|"4"|"5"|"7"|"7"|"125563"|"5"
"1120"|"N650L"|"Finance"|"Y7685W"|"1"|"6"|"3"|"3"|"2"|"7"|"7"|"144015"|"7"
"1121"|"P750H"|"Health"|"Z4101Z"|"4"|"1"|"5"|"6"|"5"|"2"|"3"|"46130"|"6"
"1122"|"T417O"|"Health"|"W8102W"|"2"|"7"|"3"|"4"|"4"|"7"|"7"|"90884"|"4"
"1123"|"M675A"|"R&D"|"Z2464Y"|"1"|"7"|"2"|"2"|"3"|"7"|"7"|"53138"|"7"
"1124"|"D429U"|"Finance"|"Y9641W"|"5"|"4"|"6"|"7"|"6"|"5"|"5"|"112711"|"0"
"1125"|"N663S"|"R&D"|"X3607X"|"3"|"2"|"4"|"4"|"5"|"4"|"3"|"54473"|"5"
"1126"|"I924M"|"R&D"|"Z2464Y"|"1"|"4"|"2"|"3"|"3"|"6"|"5"|"98510"|"5"
"1127"|"U180M"|"Health"|"V7487V"|"6"|"4"|"7"|"7"|"7"|"5"|"4"|"56325"|"2"
"1128"|"B472X"|"Ethics"|"X8022Z"|"1"|"1"|"2"|"2"|"2"|"3"|"2"|"55039"|"5"
"1129"|"G880F"|"R&D"|"X3607X"|"5"|"2"|"7"|"6"|"7"|"4"|NA|"46695"|"1"
"1130"|"L278L"|"R&D"|"V4497X"|"3"|"3"|"4"|"5"|"4"|"5"|"5"|"163553"|"10"
"1131"|"J568U"|"Finance"|"X7645X"|"3"|"5"|"4"|"4"|"5"|"7"|"7"|"59635"|"6"
"1132"|"I282D"|"Finance"|"Y9641W"|"7"|"1"|"7"|"7"|"7"|"2"|"3"|"55891"|"0"
"1133"|"M260C"|"R&D"|"X8066X"|"5"|"5"|"7"|"6"|"7"|"5"|NA|"135118"|"5"
"1134"|"J424S"|"R&D"|"Y3553W"|"4"|"3"|"6"|"5"|"5"|"4"|"4"|"77008"|"8"
"1135"|"K225F"|"Finance"|"Z7298V"|"6"|"2"|"7"|"7"|"7"|"3"|NA|"104683"|"3"
"1136"|"G171C"|"Ethics"|"W2205Z"|"3"|"7"|"4"|"4"|"5"|"7"|"7"|"83081"|"10"
"1137"|"T846B"|"R&D"|"Y3553W"|"7"|"6"|"7"|"7"|"7"|"7"|"7"|"51118"|"3"
