,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY"
"H154R","R&D","X8503X",1,3,3,2,4,5,4,74321,3,53,2,3,2
"L388A","Health","X3361V",3,5,6,5,5,7,7,62765,9,28,1,1,2
"P672U","Ethics","W4935V",2,3,3,5,3,5,5,68722,8,33,1,1,2
"A635R","Finance","Z5080X",1,5,2,3,2,7,7,47711,3,31,1,1,1
"W956F","Finance","V1626X",2,2,3,3,4,4,,58807,6,24,2,2,1
"U108Z","Ethics","W4935V",2,5,4,3,3,7,,143835,8,31,2,3,1
"X952F","R&D","V4203Y",1,3,2,2,2,4,5,133581,0,52,2,3,2
"W192D","R&D","X2508W",4,3,5,6,6,5,5,54511,5,35,2,2,2
"X603T","R&D","V4203Y",2,2,3,3,4,4,3,80940,9,51,2,2,2
"Z317F","Ethics","V1748V",4,4,5,5,6,6,,73812,10,26,2,2,2
"M309R","R&D","X8503X",1,3,3,3,2,4,,71824,1,45,2,3,2
"D677S","Finance","W7052V",1,2,2,2,2,4,4,58118,7,28,1,2,2
"C325V","Finance","Z4040W",2,2,3,3,4,4,3,54192,4,39,1,2,2
"C435W","R&D","X2508W",1,2,3,2,3,3,4,65091,8,49,2,1,2
"K232F","Finance","Z5080X",4,3,5,5,4,4,4,82985,10,50,2,2,2
"C962F","DSI","Y7924Z",3,3,5,4,4,5,4,144871,9,38,2,3,1
"Y105P","DSI","Y7924Z",3,5,4,5,5,7,7,54193,0,48,2,1,1
"O294F","Ethics","V5401Z",2,1,4,4,3,2,3,60603,3,55,2,3,2
"G770R","R&D","X8503X",5,3,6,7,6,4,4,58024,4,54,2,2,1
"H813M","Ethics","V1748V",3,4,4,5,4,6,6,72465,3,26,2,3,1
"S851T","Finance","V1626X",3,5,4,4,4,6,,74361,1,23,2,3,2
"V878C","Finance","W7052V",2,3,3,3,4,5,4,58012,7,31,1,2,2
"T140C","Ethics","V1748V",3,1,4,5,5,2,2,53667,5,33,1,1,1
"Z797N","Finance","V1626X",1,2,2,2,3,4,3,57652,1,38,2,2,2
"N185M","Finance","Z4040W",2,1,4,3,3,3,2,121651,10,25,2,3,2
"U415Y","Ethics","W4935V",2,3,3,3,3,5,5,68786,10,25,2,1,2
"R940B","Finance","Z5080X",2,4,4,3,4,5,5,46226,0,33,1,1,2
"J657D","Finance","Z5080X",3,3,5,4,5,5,4,54520,4,23,1,2,2
"W522D","R&D","V4859W",2,5,4,3,4,7,7,55124,7,35,2,2,1
"O504T","Health","V3988Z",2,3,3,4,3,4,4,146439,3,31,2,3,1
"N106J","DSI","Y7924Z",3,5,5,4,5,7,6,54879,1,44,1,1,2
"W518A","Ethics","V5401Z",2,4,4,3,3,5,5,90495,0,55,2,3,1
"H701A","R&D","V4859W",2,2,3,3,4,5,3,58737,7,39,1,2,2
"T738U","R&D","V4203Y",2,1,4,3,4,3,2,54105,0,34,1,2,1
"W995Y","R&D","X2508W",2,3,3,4,4,4,5,76949,8,23,2,2,2
"R200Y","Finance","Z5440X",3,1,5,4,5,2,2,138650,2,28,2,3,2
"I896E","Finance","Z4040W",3,3,4,4,4,4,5,94545,6,55,1,3,1
"J203P","Finance","Z5080X",2,4,3,4,4,5,6,96772,10,24,2,3,2
"X842G","R&D","W6837Y",4,2,6,6,5,4,4,80525,9,45,2,2,1
"D148J","Ethics","V5401Z",5,1,7,6,7,3,3,69224,10,22,1,1,2
"S348B","Finance","Z5080X",2,2,4,3,3,4,3,66934,8,28,1,1,1
"L953G","Finance","Z5080X",3,3,5,4,5,4,3,81690,8,22,1,2,2
"V519N","Health","V3988Z",3,5,4,4,5,6,7,79339,8,40,1,2,2
"P785Z","Finance","V1626X",4,4,5,6,6,6,5,139111,5,26,1,3,2
"S370A","R&D","V4859W",1,5,2,3,2,7,7,49148,0,25,1,1,1
"H731F","Health","V3988Z",5,3,7,7,6,5,5,58366,5,37,2,2,1
"K836H","R&D","V4859W",5,3,7,6,6,4,4,52639,2,42,2,1,2
"N875K","R&D","X2508W",4,5,6,5,5,7,,47206,0,42,1,1,2
"J802D","Health","V3988Z",3,3,4,5,4,5,6,64660,10,46,1,1,1
"B406J","Health","X3361V",1,4,2,2,3,6,6,56999,6,41,1,2,2
"R506X","R&D","X8503X",2,4,3,4,3,5,5,123770,2,24,2,3,2
"F938C","Finance","Z5080X",2,1,4,4,3,2,3,49302,6,32,1,1,2
"T787O","R&D","X2508W",5,2,6,6,7,4,3,51375,2,36,1,1,2
"E106F","Ethics","V1748V",1,5,2,2,2,7,7,73937,9,33,1,2,2
"O978D","Health","X3361V",2,5,4,3,3,7,,135214,7,40,2,3,2
"V631O","Finance","Z4040W",3,3,5,4,5,5,5,83186,5,34,1,3,2
"K611K","R&D","V4203Y",4,2,5,6,6,4,3,75993,9,34,1,2,2
"P620S","R&D","V4859W",3,2,4,5,4,4,3,78113,9,48,1,2,2
"J499O","R&D","X8503X",5,4,7,7,7,6,,52456,6,32,1,1,2
"Y531L","R&D","W6837Y",5,3,7,7,7,5,5,66442,10,42,1,1,2
