"X","aspectsRecog","aspectsSubst","aspectsAdvance","aspectsComp","aspectsControlAmount","aspectsControlHow","aspectsRelations","aspectsSecurity","aspectsRespons","aspectsTasks","aspectsChallenge","aspectsSkill","aspectsTravel","aspectsEval","aspectsBalance","lifeSatIdeal","lifeSatExcellent","lifeSatHappy","lifeSatThings","lifeSatChange","lifeSatRespect","lifeSatFamily","lifeSatFaith","lifeSatHelp","age","gradNY","big4Frst","gender","salary","edu_under_3_TEXT","children","totalYrsWorked","totalYrsWorkedBig","gradNonLawNY","gradLaw","big4Now","empStatus","big4Ever","yearGroup","jobSatScore","lifeSatScore","yearsWorkedGroups","salaryContrasts","partTimeDummy"
60,"Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Highly satisfied","Somewhat satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Neither disagree nor agree","Agree","Somewhat agree","Somewhat disagree","Neither disagree nor agree",36,"Yes","Yes","Male","$300,000-$499,999",2000,1,11,5,"1","0",0,"Employed full time","Yes","1980+",-1.27077031462328,-0.56637706998914,"Less than 15","$300,000-$499,999",0
61,"Satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Agree","Strongly agree","Agree","Strongly agree","Somewhat agree","Agree","Agree","Somewhat disagree","Neither disagree nor agree",28,"Yes","Yes","Male","$70,000-$79,000",2008,0,6,4,"1","0",0,"Employed full time","Yes","1980+",0.423143888552458,0.490317592237724,"Less than 15","$70,000-$79,000",0
63,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat agree","Agree","Agree","Agree","Somewhat agree","Somewhat agree","Agree","Neither disagree nor agree","Somewhat agree",26,"Yes","Yes","Male","$80,000-$89,000",2010,0,3,3,"1","0",0,"Employed full time","Yes","1980+",0.222063671768285,-0.0504626094047126,"Less than 15","$80,000-$89,000",0
64,"Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Somewhat agree",57,"No","Yes","Male","$800,000-$999,999",1979,4,35,4,"0","0",0,"Employed full time","Yes",,1.0758338863031,0.880452133031289,"More than 20","$800,000-$999,999",0
65,"Highly satisfied","Satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Highly satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Somewhat agree","Somewhat agree","Agree","Agree","Somewhat agree","Strongly agree","Strongly agree","Agree","Somewhat agree",28,"Yes","Yes","Male","$90,000-$99,000",2007,1,5,4,"1","0",0,"Employed full time","Yes","1980+",-0.372478345383935,-0.0958562127025678,"Less than 15","$90,000-$99,000",0
66,"Somewhat satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neither dissatisfied nor satisfied","Satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Satisfied","Somewhat satisfied","Somewhat agree","Somewhat agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither disagree nor agree",27,"Yes","Yes","Female","$80,000-$89,000",2009,0,4,4,"1","0",1,"Employed full time","Yes","1980+",-0.27279751363201,-0.143125309495264,"Less than 15","$80,000-$89,000",0
67,"Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Neither disagree nor agree",23,"No","Yes","Female","$60,000-$69,000",2013,0,1,1,"0","0",1,"Employed full time","Yes","1980+",-0.44647124033559,-0.327792171889976,"Less than 15","$60,000-$69,000",0
68,"Highly satisfied","Satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Satisfied","Satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Satisfied","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Somewhat agree","Somewhat disagree",63,"No","Yes","Male","$200,000-$299,999",1973,3,2,2,"0","0",1,"Employed full time","Yes",,-0.0233845318001988,0.251405499440887,"Less than 15","$200,000-$299,999",0
70,"Satisfied","Satisfied","Highly satisfied","Satisfied","Somewhat dissatisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Strongly agree","Strongly agree","Strongly agree",34,"Yes","No","Male","$100,000-$119,999",2002,2,1,0,"1","0",0,"Employed full time","No","1980+",0.414816703657602,-0.505336195046975,"Less than 15","$100,000-$119,999",0
71,"Somewhat satisfied","Somewhat satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Satisfied","Satisfied","Highly satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Neither disagree nor agree","Agree","Somewhat agree","Somewhat agree","Neither disagree nor agree","Somewhat agree","Strongly agree","Agree","Neither disagree nor agree",28,"Yes","Yes","Male","$90,000-$99,000",2008,0,5,5,"1","0",1,"Employed full time","Yes","1980+",-0.678603908351009,-0.637949368740169,"Less than 15","$90,000-$99,000",0
72,"Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Neither disagree nor agree",47,"No","Yes","Male","$500,000-$799,999",1989,3,37,37,"0","0",1,"Employed full time","Yes","1980+",0.739809088458198,0.727191226827215,"More than 20","$500,000-$799,999",0
73,"Dissatisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Dissatisfied","Dissatisfied","Satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Dissatisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Satisfied","Dissatisfied","Dissatisfied","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Neither disagree nor agree","Disagree",32,"No","Yes","Male","$200,000-$299,999",2004,1,3,3,"0","0",0,"Employed full time","Yes","1980+",-2.57936790363347,0.671828432264189,"Less than 15","$200,000-$299,999",0
74,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Neither disagree nor agree",28,"No","Yes","Female","$70,000-$79,000",2009,0,6,3,"0","0",0,"Employed full time","Yes","1980+",1.20100475561395,0.933908985866891,"Less than 15","$70,000-$79,000",0
75,"Somewhat dissatisfied","Satisfied","Highly satisfied","Somewhat satisfied","Dissatisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Neither disagree nor agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Neither disagree nor agree",25,"No","Yes","Male","$60,000-$69,000",2011,0,3,3,"0","0",1,"Employed full time","Yes","1980+",-0.358421259709485,-1.09091316036412,"Less than 15","$60,000-$69,000",0
76,"Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","Disagree",26,"Yes","Yes","Male","$60,000-$69,000",2010,0,3,3,"1","0",1,"Employed full time","Yes","1980+",0.341071547702001,0.797448635046105,"Less than 15","$60,000-$69,000",0
77,"Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat satisfied","Satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Highly dissatisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Disagree","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Strongly agree","Strongly agree","Somewhat agree","Neither disagree nor agree",24,"No","Yes","Male","$60,000-$69,000",2013,0,1,1,"0","0",1,"Employed full time","Yes","1980+",-1.88847141441376,-2.52756787518382,"Less than 15","$60,000-$69,000",0
79,"Dissatisfied","Dissatisfied","Dissatisfied","Highly dissatisfied","Highly dissatisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Highly dissatisfied","Highly dissatisfied","Dissatisfied","Highly dissatisfied","Somewhat dissatisfied","Highly dissatisfied","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree",24,"No","Yes","Male","$60,000-$69,000",2013,0,1,1,"0","0",1,"Employed full time","Yes","1980+",-4.00646993771408,-4.25546130745971,"Less than 15","$60,000-$69,000",0
80,"Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Dissatisfied","Somewhat dissatisfied","Somewhat dissatisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Somewhat dissatisfied","Highly dissatisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Disagree","Disagree",23,"No","Yes","Female","$50,000-$59,000",2013,0,1,1,"0","0",1,"Employed full time","Yes","1980+",-1.87105704532064,-1.08909193328472,"Less than 15","$50,000-$59,000",0
81,"Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Somewhat dissatisfied","Somewhat dissatisfied","Somewhat dissatisfied","Somewhat dissatisfied","Satisfied","Somewhat satisfied","Satisfied","Somewhat disagree","Somewhat disagree","Agree","Agree","Somewhat disagree","Somewhat agree","Strongly agree","Agree","Somewhat agree",33,"Yes","Yes","Female","$150,000-$199,999",2004,1,1,1,"1","0",0,"Employed full time","Yes","1980+",-2.00693427488205,-1.05760183321392,"Less than 15","$150,000-$199,999",0
82,"Somewhat satisfied","Somewhat satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",28,"Yes","Yes","Female","$70,000-$79,000",2008,1,6,6,"1","0",1,"Employed full time","Yes","1980+",0.610860559328392,0.264720625788211,"Less than 15","$70,000-$79,000",0
83,"Somewhat satisfied","Satisfied","Somewhat dissatisfied","Dissatisfied","Highly satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat dissatisfied","Highly satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree",36,"Yes","Yes","Male","$120,000-$149,999",2000,1,10,3,"1","0",0,"Employed full time","Yes","1980+",-0.653869876450309,0.869430361141272,"Less than 15","$120,000-$149,999",0
84,"Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Somewhat agree",32,"Yes","Yes","Female","$60,000-$69,000",2003,2,8,1,"1","0",0,"Employed full time","Yes","1980+",0.818001536694263,1.12126748328711,"Less than 15","$60,000-$69,000",0
85,"Satisfied","Satisfied","Highly satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Somewhat agree",24,"Yes","Yes","Female","$60,000-$69,000",2012,0,1,1,"1","0",1,"Employed full time","Yes","1980+",0.228012993048393,0.367873035506831,"Less than 15","$60,000-$69,000",0
87,"Dissatisfied","Neither dissatisfied nor satisfied","Satisfied","Dissatisfied","Highly dissatisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Satisfied","Somewhat satisfied","Highly dissatisfied","Dissatisfied","Dissatisfied","Somewhat satisfied","Dissatisfied","Highly dissatisfied","Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Agree","Agree",24,"No","Yes","Male","$50,000-$59,000",2012,0,0,0,"0","0",1,"Employed full time","Yes","1980+",-3.08111419848731,-1.20312523357196,"Less than 15","$50,000-$59,000",0
88,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",42,"Yes","Yes","Male","$500,000-$799,999",1994,4,19,19,"1","0",1,"Employed full time","Yes","1980+",1.20100475561395,1.19555654681309,"15 to 20","$500,000-$799,999",0
89,"Neither dissatisfied nor satisfied","Satisfied","Satisfied","Satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat dissatisfied","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Neither disagree nor agree",36,"Yes","Yes","Female","$150,000-$199,999",2000,0,9,9,"1","0",0,"Employed full time","Yes","1980+",-0.179037258293708,0.323083848678367,"Less than 15","$150,000-$199,999",0
90,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",30,"No","No","Male","$100,000-$119,999",2007,0,7,0,"0","0",0,"Employed full time","No","1980+",0.126549224009832,0.264720625788211,"Less than 15","$100,000-$119,999",0
91,"Satisfied","Somewhat satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Satisfied","Highly satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat disagree",23,"No","Yes","Male","$50,000-$59,000",2013,0,1,1,"0","0",1,"Employed full time","Yes","1980+",-0.0163952753171807,0.95078947230387,"Less than 15","$50,000-$59,000",0
92,"Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat agree","Somewhat agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Somewhat agree",47,"No","Yes","Female","$90,000-$99,000",1989,2,13,13,"0","0",0,"Employed full time","Yes","1980+",-0.00247080004805894,-0.0972695768749084,"Less than 15","$90,000-$99,000",0
93,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Agree","Agree","Strongly agree","Strongly agree","Neither disagree nor agree","Agree","Agree","Agree","Somewhat agree",36,"No","Yes","Male","$500,000-$799,999",2000,4,14,2,"0","0",0,"Employed full time","Yes","1980+",1.20100475561395,0.550399948820756,"Less than 15","$500,000-$799,999",0
